dataset,sample,topic,frame_offset,timestamp_ns,cluster_id,point_count,voxel_count,bbox_min_x_m,bbox_min_y_m,bbox_min_z_m,bbox_max_x_m,bbox_max_y_m,bbox_max_z_m,bbox_center_x_m,bbox_center_y_m,bbox_center_z_m,bbox_size_x_m,bbox_size_y_m,bbox_size_z_m,bbox_volume_m3
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,0,348,82,-2.182,-4.928,0.628,5.537,-4.04,2.543,1.6775,-4.484,1.5855,7.719,0.888,1.915,13.1263
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,1,196,23,-2.331,-1.335,0.201,-1.101,0.161,0.859,-1.716,-0.587,0.53,1.23,1.496,0.658,1.2108
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,2,104,50,-4.282,-4.914,0.746,-2.262,-1.974,1.969,-3.272,-3.444,1.3575,2.02,2.94,1.223,7.2632
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,3,48,9,-3.431,7.034,0.612,-1.207,7.133,0.905,-2.319,7.0835,0.7585,2.224,0.099,0.293,0.0645
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,4,41,14,5.361,-4.429,1.133,5.537,-2.598,1.492,5.449,-3.5135,1.3125,0.176,1.831,0.359,0.1157
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,5,36,16,-3.651,6.664,1.68,-1.993,7.417,1.972,-2.822,7.0405,1.826,1.658,0.753,0.292,0.3646
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,0,1690462141521103247,6,36,4,1.052,-2.647,0.529,1.644,-2.475,0.609,1.348,-2.561,0.569,0.592,0.172,0.08,0.0081
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,825,1690462149771208460,0,230,49,-2.407,-4.838,2.118,5.261,-3.753,3.228,1.427,-4.2955,2.673,7.668,1.085,1.11,9.235
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,825,1690462149771208460,1,165,56,-2.859,6.513,4.019,4.692,7.237,4.986,0.9165,6.875,4.5025,7.551,0.724,0.967,5.2865
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,825,1690462149771208460,2,105,29,-2.421,-3.067,1.028,-2.012,0.146,2.505,-2.2165,-1.4605,1.7665,0.409,3.213,1.477,1.941
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,825,1690462149771208460,3,94,37,2.144,6.838,3.038,9.546,7.073,4.89,5.845,6.9555,3.964,7.402,0.235,1.852,3.2215
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,825,1690462149771208460,4,85,36,-5.263,-4.606,4.214,-3.666,-1.225,4.59,-4.4645,-2.9155,4.402,1.597,3.381,0.376,2.0302
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,825,1690462149771208460,5,72,12,-2.649,-4.769,2.984,-0.697,-3.905,3.811,-1.673,-4.337,3.3975,1.952,0.864,0.827,1.3948
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,1651,1690462158031259235,0,113,13,-2.332,-1.768,0.477,-1.581,0.154,1.159,-1.9565,-0.807,0.818,0.751,1.922,0.682,0.9844
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,1651,1690462158031259235,1,78,8,-0.249,-4.335,0.892,1.691,-4.266,1.185,0.721,-4.3005,1.0385,1.94,0.069,0.293,0.0392
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,1651,1690462158031259235,2,49,16,-3.713,7.112,2.059,-1.457,7.327,2.412,-2.585,7.2195,2.2355,2.256,0.215,0.353,0.1712
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,1651,1690462158031259235,3,47,17,5.203,-4.436,1.415,5.469,-2.543,1.842,5.336,-3.4895,1.6285,0.266,1.893,0.427,0.215
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,1651,1690462158031259235,4,37,9,2.905,-4.374,1.286,4.777,-3.932,1.572,3.841,-4.153,1.429,1.872,0.442,0.286,0.2366
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,0,304,109,-1.086,-4.415,0.463,5.674,-2.574,2.106,2.294,-3.4945,1.2845,6.76,1.841,1.643,20.4474
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,1,110,13,-2.15,-1.354,0.201,-0.994,0.145,0.83,-1.572,-0.6045,0.5155,1.156,1.499,0.629,1.09
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,2,86,22,-3.924,-4.881,1.357,-2.372,-2.417,1.827,-3.148,-3.649,1.592,1.552,2.464,0.47,1.7973
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,3,70,47,-4.068,5.811,0.219,-1.269,7.341,1.805,-2.6685,6.576,1.012,2.799,1.53,1.586,6.792
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,4,58,12,-2.014,-4.921,1.243,-0.584,-4.069,1.562,-1.299,-4.495,1.4025,1.43,0.852,0.319,0.3887
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,5,49,15,3.242,6.13,0.526,6.226,6.251,0.821,4.734,6.1905,0.6735,2.984,0.121,0.295,0.1065
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,2477,1690462166291217258,6,47,12,1.068,-3.447,0.291,2.367,-2.484,0.765,1.7175,-2.9655,0.528,1.299,0.963,0.474,0.5929
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,3302,1690462174541290881,0,480,124,-3.264,-4.871,0.62,4.72,0.153,3.727,0.728,-2.359,2.1735,7.984,5.024,3.107,124.6268
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,3302,1690462174541290881,1,185,53,-0.644,-4.954,3.178,5.519,-4.074,4.98,2.4375,-4.514,4.079,6.163,0.88,1.802,9.773
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,3302,1690462174541290881,2,80,29,-3.418,7.089,2.527,1.69,7.225,3.04,-0.864,7.157,2.7835,5.108,0.136,0.513,0.3564
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,3302,1690462174541290881,3,36,18,4.708,-5.033,3.573,7.163,-4.426,4.257,5.9355,-4.7295,3.915,2.455,0.607,0.684,1.0193
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4128,1690462182811310035,0,104,32,-0.954,-4.373,0.176,2.066,-2.934,0.519,0.556,-3.6535,0.3475,3.02,1.439,0.343,1.4906
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4128,1690462182811310035,1,66,30,-4.452,6.635,0.2,-1.234,7.294,1.185,-2.843,6.9645,0.6925,3.218,0.659,0.985,2.0889
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4128,1690462182811310035,2,49,5,-2.039,-0.834,0.176,-1.216,0.146,0.294,-1.6275,-0.344,0.235,0.823,0.98,0.118,0.0952
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4128,1690462182811310035,3,48,12,3.198,6.141,0.853,5.732,6.248,1.147,4.465,6.1945,1.0,2.534,0.107,0.294,0.0797
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4128,1690462182811310035,4,48,39,8.343,-3.997,0.412,9.16,3.747,1.507,8.7515,-0.125,0.9595,0.817,7.744,1.095,6.9279
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4128,1690462182811310035,5,36,19,1.012,-3.416,0.179,3.135,-2.345,0.452,2.0735,-2.8805,0.3155,2.123,1.071,0.273,0.6207
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4954,1690462191060543160,0,436,130,-5.115,-4.779,2.893,-1.547,0.59,4.99,-3.331,-2.0945,3.9415,3.568,5.369,2.097,40.1714
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4954,1690462191060543160,1,224,44,-3.346,2.759,4.514,0.363,5.649,4.999,-1.4915,4.204,4.7565,3.709,2.89,0.485,5.1987
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,4954,1690462191060543160,2,192,37,-1.35,-4.056,3.876,3.091,-3.979,4.918,0.8705,-4.0175,4.397,4.441,0.077,1.042,0.3563
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,5780,1690462199321367445,0,95,13,-1.983,-0.666,-0.122,-1.027,0.061,0.01,-1.505,-0.3025,-0.056,0.956,0.727,0.132,0.0917
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,5780,1690462199321367445,1,50,26,2.292,2.875,-0.125,4.385,4.24,0.108,3.3385,3.5575,-0.0085,2.093,1.365,0.233,0.6657
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,5780,1690462199321367445,2,42,25,4.751,-3.466,0.055,6.995,2.213,0.18,5.873,-0.6265,0.1175,2.244,5.679,0.125,1.593
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,5780,1690462199321367445,3,39,9,-0.929,-3.335,-0.125,0.552,-2.895,-0.005,-0.1885,-3.115,-0.065,1.481,0.44,0.12,0.0782
Multi-LiDAR Multi-UAV,Tello03_mid360_livox,/mid360/livox/lidar,5780,1690462199321367445,4,36,6,-0.417,-1.113,-0.055,-0.01,-0.68,0.0,-0.2135,-0.8965,-0.0275,0.407,0.433,0.055,0.0097
